level,chars,pinyin,new_words
一级,最,zuì,"['最好', '最后']"
一级,那,nà,['那里']
一级,三,sān,[]
一级,吧,ba,[]
一级,前,qián,"['之前', '从前', '日前', '年前', '前来', '以前', '向前', '前年', '前后']"
一级,出,chū,"['看得出', '得出', '看出', '出于', '出去', '出来']"
一级,小,xiǎo,"['小人', '大小', '小于', '小说', '小时', '从小', '小看']"
一级,再,zài,"['不再', '再也', '再说', '再三', '一再']"
一级,们,men,"['人们', '你们', '我们', '她们', '他们', '它们']"
一级,爱,ài,"['可爱', '爱好', '爱人']"
一级,谁,shuí,[]
一级,谁,shéi,[]
一级,第,dì,[]
一级,号,hào,[]
一级,事,shì,"['事后', '大事', '出事', '当事人', '人事', '有事', '好事', '从事', '时事']"
一级,快,kuài,['快要']
一级,比,bǐ,"['对比', '比不上', '好比']"
一级,跟,gēn,"['跟上', '跟前', '跟不上']"
一级,请,qǐng,[]
一级,呢,ne,[]
一级,高,gāo,"['高大', '高中', '高等', '高于']"
一级,钱,qián,[]
一级,点,diǎn,"['地点', '一点点', '要点']"
一级,听,tīng,"['听到', '好听', '听说', '听从']"
一级,起,qǐ,"['对得起', '说起来', '了不起', '看得起', '起点', '对不起', '看起来', '比起', '起来', '起到', '想起', '看不起', '一起']"
一级,两,liǎng,[]
一级,走,zǒu,"['走过', '出走']"
一级,国,guó,"['国有', '出国', '国内', '爱国', '中国', '国会']"
一级,岁,suì,['岁月']
一级,话,huà,"['对话', '不像话', '说话', '的话', '无话可说', '听话']"
一级,吃,chī,"['好吃', '小吃', '吃不上']"
一级,太,tài,"['太太', '不太']"
一级,么,me,"['这么', '多么', '要么', '那么']"
一级,家,jiā,"['人家', '家里', '国家', '家人', '大家', '家长', '在家', '一家人', '家用']"
一级,开,kāi,"['开会', '走开']"
一级,问,wèn,['请问']
一级,站,zhàn,[]
一级,元,yuán,['多元']
一级,写,xiě,['听写']
一级,打,dǎ,"['打听', '打开']"
一级,分,fēn,"['万分', '成分', '区分', '分开', '分成', '分为', '过分', '比分', '得分']"
一级,见,jiàn,"['听见', '由此可见', '不见得', '见过', '只见', '再见', '会见', '看得见', '见到', '不见', '看见', '可见']"
一级,买,mǎi,['买不起']
一级,叫,jiào,['叫好']
一级,图,tú,"['图像', '地图']"
一级,道,dào,"['出道', '地道', '一道', '过道', '说道', '人道', '大道']"
一级,天,tiān,"['天才', '天分', '当天', '前天', '天上', '成天', '天地', '天使', '天下', '后天']"
一级,正,zhèng,"['正如', '正是', '正在', '正当', '正好']"
一级,间,jiān,"['其间', '时间', '中间', '人间', '之间']"
一级,干,gàn,"['干吗', '说干就干', '干事', '能干']"
一级,干,gān,"['干吗', '说干就干', '干事', '能干']"
一级,本,běn,"['本人', '本钱', '本事', '本着', '本地', '本能', '本分', '本来', '成本']"
一级,名,míng,"['有名', '名人', '点名', '地名', '出名']"
一级,找,zhǎo,"['找到', '找出']"
一级,您,nín,[]
一级,玩,wán,[]
一级,进,jìn,"['进而', '进来', '走进', '请进', '进出', '进去', '前进']"
一级,真,zhēn,"['真正', '真的', '真是的', '天真', '说真的', '当真']"
一级,女,nǚ,['女人']
一级,网,wǎng,"['上网', '网站', '网上', '网点', '网吧']"
一级,作,zuò,"['写作', '所作所为', '作为', '当作', '作对', '发作', '无所作为', '称作', '叫作', '作者', '作出', '作家', '看作', '作用']"
一级,老,lǎo,"['元老', '老是', '老人', '老年', '老家', '老大', '老人家', '老太太']"
一级,次,cì,"['其次', '人次', '上次', '次日', '再次', '此次', '下次', '多次']"
一级,外,wài,"['外来', '外国', '国外', '外地', '外号', '此外', '以外', '中外', '外出', '之外', '内外', '对外', '分外', '另外', '见外']"
一级,马,mǎ,['马上']
一级,行,xíng,"['进行', '人行道', '外行', '内行', '行走', '行使', '发行', '并行', '不行', '自行', '出行', '行为', '可行', '一行', '行家', '行人']"
一级,路,lù,"['带路', '出路', '一路', '道路', '小路', '路人', '问路', '路过', '路上', '马路', '走路', '一路上']"
一级,拿,ná,"['拿出', '拿到', '拿走']"
一级,同,tóng,"['同一', '同年', '同事', '一同', '同人', '同行', '有所不同', '与此同时', '不同', '同时', '不约而同', '同等', '如同']"
一级,哪,nǎ,['哪里']
一级,先,xiān,"['先前', '先天', '先后', '先进', '事先']"
一级,学,xué,"['大学', '小学', '学会', '学问', '学年', '学说', '学时', '学分', '上学', '中小学', '自学', '开学', '学位', '学者', '同学', '国学', '好学', '中学']"
一级,非,fēi,"['无非', '并非', '是非', '非得']"
一级,二,èr,[]
一级,住,zhù,"['站住', '住处']"
一级,回,huí,"['回去', '回到', '回国', '回想', '回应', '一回事', '回来', '回家', '来回']"
一级,别,bié,"['别人', '分别', '别的', '别说', '个别', '区别', '别看']"
一级,书,shū,"['图书', '书写']"
一级,送,sòng,"['发送', '送行', '送别', '送到', '送给']"
一级,条,tiáo,"['便条', '条约']"
一级,期,qī,"['学期', '上期', '前期', '后期', '长期', '下期', '期间', '本期', '过期', '为期', '期中', '长期以来', '中期', '同期', '日期', '时期', '到期']"
一级,米,mǐ,['大米']
一级,水,shuǐ,"['开水', '自来水', '水分', '地下水']"
一级,生,shēng,"['先生', '生死', '人生', '再生', '生长', '学生', '出生', '小学生', '生成', '发生', '大学生', '生前', '天生', '生日', '中学生', '一生', '新生', '女生']"
一级,车,chē,"['车间', '车道', '开车', '车站', '车号', '马车', '上车', '车位', '自行车', '快车', '下车', '打车', '车上']"
一级,手,shǒu,"['拿手', '二手', '手里', '第一手', '高手', '二手车', '手法', '把手', '一手', '对手', '一把手', '下手', '手指', '两手', '分手', '出手', '水手', '杀手', '人手', '新手', '着手', '得手']"
一级,场,chǎng,"['市场', '场地', '进场', '会场', '场所', '在场', '下场', '当场', '全场', '开场', '上场', '出场', '走过场']"
一级,些,xiē,"['这些', '一些', '那些', '哪些']"
一级,跑,pǎo,"['长跑', '起跑线', '跑道', '跑车']"
一级,男,nán,"['男性', '男女', '男生', '男人']"
一级,少,shǎo,"['少女', '少年', '少见', '或多或少', '不少', '至少', '少有', '多少', '少不了']"
一级,系,xì,[]
一级,门,mén,"['大门', '门路', '走后门', '出门', '上门']"
一级,放,fàng,"['放过', '放下', '放水', '放学', '放大', '发放', '开放', '放到', '放心']"
一级,穿,chuān,"['穿过', '穿着', '穿上']"
一级,笑,xiào,"['开玩笑', '搞笑', '可笑', '好笑', '笑话']"
一级,西,xī,[]
一级,难,nán,"['为难', '难得', '难过', '难点', '难以', '难得一见', '不难', '难处', '难听', '难看', '难受', '难道', '很难说', '难说']"
一级,四,sì,['四处']
一级,字,zì,"['老字号', '写字台', '名字']"
一级,帮,bāng,['帮手']
一级,东,dōng,['东西']
一级,动,dòng,"['被动', '动手', '自动', '生动', '变动', '动听', '打动', '动人', '动向', '行动', '动用', '动不动', '出动', '一动不动', '转动', '动作', '拉动', '手动', '发动', '带动', '开动']"
一级,花,huā,"['花生', '开花']"
一级,早,zǎo,"['早日', '早期', '早已', '过早', '一早', '早上', '早年', '一大早', '及早', '早就']"
一级,子,zǐ,"['本子', '日子', '被子', '有两下子', '个子', '学子', '一下子', '金子', '女子', '男子', '子女', '过日子', '种子', '路子', '点子', '位子']"
一级,关,guān,"['关爱', '有关', '没关系', '开关', '关上', '关心', '过关', '难关', '关系', '把关', '无关', '相关', '关于']"
一级,五,wǔ,[]
一级,错,cuò,"['不错', '过错', '错位', '没错', '错过', '错别字']"
一级,远,yuǎn,"['老远', '远见', '远处', '长远', '远远']"
一级,面,miàn,"['后面', '前面', '下面', '一面', '面前', '当面', '外面', '爱面子', '面对', '出面', '见面', '反面', '书面', '路面', '面对面', '场面', '面向', '正面', '面部', '上面', '地面', '会面', '全面', '里面', '对面', '面子', '水面']"
一级,重,zhòng,"['比重', '重点', '重中之重', '重心', '重要', '至关重要', '重型', '重新', '重大', '看重', '重任', '加重', '着重']"
一级,几,jǐ,[]
一级,教,jiāo,"['家教', '教条', '道教', '指教', '教学', '天主教', '请教', '管教']"
一级,教,jiào,"['家教', '教条', '道教', '指教', '教学', '天主教', '请教', '管教']"
一级,现,xiàn,"['重现', '现行', '现场', '发现', '现成', '再现', '现在', '现有', '现金', '出现', '现任']"
一级,南,nán,"['南部', '东南', '指南', '西南']"
一级,机,jī,"['机制', '机动车', '相机', '关机', '生机', '机关', '机会', '转机', '机动', '手机', '动机', '机场', '时机', '有机', '开机']"
一级,读,dú,"['读书', '读者', '就读']"
一级,常,cháng,"['常见', '正常', '常年', '非常', '常人', '时常', '日常', '常用', '反常', '常常', '经常']"
一级,电,diàn,"['来电', '电动车', '打电话', '发电机', '电话', '发电', '电信', '电网', '电子版', '电报', '电线', '电车', '家电', '电台', '电动', '无线电']"
一级,假,jià,"['真假', '放假', '假期', '假设', '假如', '假使', '假定', '长假', '请假', '假日']"
一级,妈,mā,"['妈妈', '大妈']"
一级,坐,zuò,"['请坐', '坐下']"
一级,体,tǐ,"['体制', '个体', '群体', '一体', '人体', '体现', '体会', '团体', '全体', '体重', '体面', '体能', '总体', '字体', '大体上', '集体', '大体', '体系', '主体', '共同体', '得体']"
一级,喝,hē,[]
一级,热,rè,"['热线', '加热', '热心', '热带', '热门', '热爱', '发热', '热水', '热点']"
一级,山,shān,"['下山', '出山', '高山', '山路', '山区']"
一级,文,wén,"['中文', '作文', '文字', '文件', '文人', '全文', '天文', '文学', '外文', '人文']"
一级,语,yǔ,"['日语', '成语', '语法', '外语', '话语', '法语']"
一级,北,běi,"['北部', '西北', '南北', '东北']"
一级,明,míng,"['明天', '发明', '明日', '分明', '文明', '明明', '高明', '说明', '说明书', '明年']"
一级,页,yè,"['主页', '网页']"
一级,今,jīn,"['今年', '如今', '至今', '今日', '从今以后', '今天', '今后', '当今']"
一级,六,liù,[]
一级,师,shī,"['师长', '大师', '老师', '师生', '教师']"
一级,半,bàn,"['半路', '半天', '过半', '半真半假', '半数', '半年', '一半', '多半', '半场']"
一级,包,bāo,"['包子', '钱包', '面包', '书包', '打包']"
一级,睡,shuì,['睡着']
一级,块,kuài,[]
一级,风,fēng,"['台风', '风度', '作风', '出风头', '风水', '不正之风', '风格', '风云', '风光']"
一级,差,chà,"['差错', '相差', '差不多', '出差', '差别', '反差']"
一级,坏,huài,"['坏处', '坏事', '好坏', '时好时坏', '坏人']"
一级,口,kǒu,"['门口', '口才', '可口', '口水', '口子', '有口无心', '人口', '出口', '口号', '口语', '路口', '进口', '口头', '进出口', '开口', '入口', '口吃', '两口子', '口令']"
一级,方,fāng,"['方法', '一方面', '另一方面', '南方', '方言', '单方面', '官方', '方案', '方向', '方式', '处方', '双方', '全方位', '上方', '对方', '方面', '前方', '地方', '大方', '北方', '多方面', '西方', '远方', '方便面', '比方', '方方面面', '东方', '想方设法', '方便']"
一级,白,bái,"['黑白', '白天', '白白', '开场白', '明白', '说白了', '对白']"
一级,毛,máo,[]
一级,忙,máng,"['连忙', '忙活', '帮忙']"
一级,病,bìng,"['毛病', '病人', '发病', '心病', '出毛病', '看病', '生病']"
一级,飞,fēi,"['起飞', '飞行员', '飞机', '飞往', '飞行']"
一级,班,bān,"['值班', '班级', '下班', '上班', '班长', '接班人', '接班', '加班']"
一级,左,zuǒ,[]
一级,记,jì,"['日记', '记住', '记号', '记得', '传记', '记者', '书记']"
一级,牛,niú,[]
一级,馆,guǎn,"['场馆', '大使馆', '领事馆', '图书馆']"
一级,忘,wàng,"['难忘', '忘记', '忘掉', '忘不了']"
一级,球,qiú,"['全球', '月球', '球拍', '台球', '打球', '球队', '地球', '球员', '网球', '球场']"
一级,店,diàn,['书店']
一级,儿,ér,"['个头儿', '活儿', '没法儿', '没事儿', '那儿', '这儿', '不一会儿', '一下儿', '儿科', '一块儿', '干活儿', '画儿', '一点儿', '快点儿', '哪儿', '玩儿', '个儿', '好玩儿', '女儿', '儿女', '一会儿', '那会儿', '儿子', '笑话儿', '这会儿', '少儿', '面条儿', '待会儿', '老头儿']"
一级,楼,lóu,"['楼上', '大楼', '楼下', '楼道', '写字楼', '下楼', '上楼', '教学楼']"
一级,视,shì,"['视力', '近视', '正视', '视线', '收视率', '注视', '电视机', '视为', '电视台', '电视', '重视']"
一级,七,qī,[]
一级,肉,ròu,[]
一级,知,zhī,"['可想而知', '知名', '未知数', '一无所知', '谁知道', '不知', '知道', '哪知道', '不得而知', '通知书', '无知', '得知', '不为人知', '通知']"
一级,边,biān,"['半边天', '西边', '后边', '这边', '双边', '单边', '一边', '左边', '边远', '周边', '里边', '那边', '无边', '多边', '海边', '南边', '路边', '两边', '北边', '外边', '上边', '前边', '东边', '下边']"
一级,歌,gē,"['歌手', '歌声', '歌词', '国歌']"
一级,九,jiǔ,[]
一级,票,piào,"['机票', '发票', '车票', '投票', '月票', '门票', '股票']"
一级,房,fáng,"['新房', '楼房', '房地产', '书房', '票房', '住房', '房间', '病房', '房子', '房东']"
一级,气,qì,"['气象', '名气', '生气', '气球', '天气', '节气', '热气', '热气球', '一口气', '力气', '气派', '大气', '人气', '口气', '语气', '风气', '气管', '小气', '气体', '神气', '和气']"
一级,十,shí,"['十分', '十字路口']"
一级,晚,wǎn,"['从早到晚', '晚年', '晚会', '晚报', '晚期', '晚间', '当晚', '晚安', '晚上', '一天到晚', '晚点', '早晚']"
一级,身,shēn,"['身上', '单身', '出身', '以身作则', '身心', '本身', '身子', '转身', '投身', '身边', '藏身', '随身', '一身', '替身', '人身', '自身', '全身', '化身', '动身', '身高', '身体', '身份']"
一级,试,shì,"['试图', '面试', '试行', '试点', '试卷', '口试', '比试', '调试', '试用期', '试用']"
一级,课,kè,"['上课', '讲课', '课文', '课本', '下课']"
一级,八,bā,"['五花八门', '四面八方']"
一级,星,xīng,"['五星级', '星期天', '球星', '星星', '明星', '外星人', '星期', '歌星', '星座', '星期日']"
一级,饭,fàn,"['饭馆', '做饭', '早饭', '饭店', '便饭', '米饭', '晚饭', '吃饭']"
一级,鸡,jī,['公鸡']
一级,唱,chàng,"['歌唱', '唱片', '合唱', '唱歌']"
一级,准,zhǔn,"['不准', '水准', '准时', '准则', '基准', '对准', '没准儿']"
一级,树,shù,"['树立', '树林', '建树']"
一级,杯,bēi,"['杯子', '干杯', '奖杯']"
一级,火,huǒ,"['发火', '红火', '点火', '上火', '火热', '火山', '火药', '火腿', '火花', '着火', '火车']"
一级,贵,guì,"['名贵', '可贵', '高贵', '贵重', '宝贵', '贵族']"
一级,零,líng,"['零件', '零钱', '零下', '零花钱']"
一级,院,yuàn,"['学院', '院长', '养老院', '住院', '出院', '四合院', '法院', '院子']"
一级,冷,lěng,"['冷战', '冷笑', '冷门', '冷水', '冷气']"
一级,慢,màn,"['慢慢来', '慢车', '慢慢', '慢性']"
一级,洗,xǐ,"['清洗', '洗手间', '冲洗']"
一级,哥,gē,['大哥']
一级,茶,chá,"['茶道', '茶馆儿', '红茶', '绿茶']"
一级,菜,cài,"['菜市场', '菜单', '白菜']"
一级,考,kǎo,"['考场', '考量', '考生', '考试', '报考', '高考', '考题']"
一级,右,yòu,"['左右', '右边']"
一级,答,dá,"['答案', '答应', '答复', '解答', '回答', '报答']"
一级,饿,è,[]
一级,商,shāng,"['商场', '商店', '开发商', '商量', '经商', '商城', '商人', '商业', '厂商']"
一级,床,chuáng,"['起床', '病床', '床位']"
一级,客,kè,"['客厅', '客运', '客人', '做客', '客流', '客户', '客车', '客机', '请客', '客观', '作客', '好客', '客气', '不客气', '黑客', '客房']"
一级,谢,xiè,"['新陈代谢', '感谢', '谢谢']"
一级,样,yàng,"['样子', '一样', '那样', '同样', '这样', '看样子', '多样', '这样一来', '像样', '花样', '各式各样', '照样', '样本']"
一级,工,gōng,"['工作日', '义工', '职工', '打工', '工地', '工夫', '工厂', '工业', '工科', '开工', '动工', '分工', '工会', '加工', '工作', '工具', '民工', '工商界', '员工', '手工', '工作量', '人工', '工人', '工商']"
一级,怎,zěn,"['怎么办', '怎么', '不怎么', '怎么样', '不怎么样', '怎样']"
一级,认,rèn,"['认同', '认定', '认证', '认得', '认错', '公认', '认为', '认真', '认出', '认可', '认知']"
一级,累,lèi,"['拖累', '累计']"
一级,雨,yǔ,"['风雨', '下雨', '风风雨雨', '雨水']"
一级,蛋,dàn,"['鸡蛋', '蛋白质', '完蛋']"
一级,百,bǎi,"['百科全书', '百分点', '百货', '千方百计', '百合', '百分比']"
一级,京,jīng,"['京剧', '北京']"
一级,旁,páng,"['旁边', '一旁', '旁观']"
一级,备,bèi,"['完备', '配备', '具备', '准备', '装备', '备受', '设备', '备用', '后备', '备课']"
一级,果,guǒ,"['如果', '如果说', '果真', '水果', '果树', '后果', '果实', '结果', '成果', '果然', '糖果', '果断']"
一级,汉,hàn,"['汉字', '老汉', '汉语']"
一级,影,yǐng,"['影像', '电影', '电影院', '影视', '摄影', '影片', '形影不离', '身影', '合影', '影子', '影响', '影星', '摄影师']"
一级,识,shí,"['意识', '结识', '相识', '知识', '共识', '常识', '素不相识', '见识', '下意识', '认识', '知识分子', '识字', '识别']"
一级,告,gào,"['告知', '广告', '公告', '转告', '通告', '原告', '报告', '控告', '告别', '告状', '被告']"
一级,服,fú,"['克服', '说服', '不服气', '服从', '服装', '服用', '征服', '不服', '制服']"
一级,什,shén,"['为什么', '什么样', '什么', '没什么', '干什么']"
一级,兴,xìng,"['兴起', '兴致', '高兴', '新兴', '兴建', '复兴']"
一级,脑,nǎo,"['首脑', '脑海', '电脑', '脑子', '头脑', '大脑']"
一级,习,xí,"['练习', '演习', '学习', '复习', '实习', '补习']"
一级,校,xiào,"['学校', '校园', '校长', '夜校']"
一级,觉,jiào,"['不知不觉', '觉醒', '错觉', '视觉', '发觉', '直觉', '感觉', '觉得', '自觉', '知觉', '睡觉']"
一级,觉,jué,"['不知不觉', '觉醒', '错觉', '视觉', '发觉', '直觉', '感觉', '觉得', '自觉', '知觉', '睡觉']"
一级,净,jìng,"['纯净水', '干净', '净化', '一干二净']"
一级,喜,xǐ,"['喜酒', '喜糖', '喜爱', '喜剧', '喜出望外', '喜事', '喜好']"
一级,奶,nǎi,"['奶奶', '牛奶', '酸奶', '奶粉', '奶茶', '奶牛']"
一级,爸,bà,[]
一级,友,yǒu,"['亲友', '友情', '友善', '网友', '战友', '好友', '友人', '友好']"
一级,衣,yī,"['外衣', '洗衣机', '上衣', '衣食住行', '洗衣粉', '衣服', '衣架', '更衣室', '内衣', '毛衣', '雨衣', '大衣']"
一级,妹,mèi,[]
一级,医,yī,"['医药', '求医', '医生', '就医', '医院', '医务', '医学', '西医', '中医']"
一级,姐,jiě,"['姐妹', '小姐', '大姐']"
一级,休,xiū,"['休闲', '休想', '休养', '退休', '退休金', '休克', '休假']"
一级,息,xī,"['信息', '川流不息', '休息', '气息', '平息', '经久不息', '出息', '息息相关', '自强不息', '利息', '消息']"
一级,介,jiè,"['简介', '介于', '中介', '介入', '介意']"
一级,候,hòu,"['火候', '问候', '守候', '稍候', '气候', '等候', '小时候', '候选人', '时候']"
一级,弟,dì,"['弟子', '子弟', '徒弟']"
一级,诉,sù,"['起诉', '诉苦', '投诉', '告诉', '诉说', '倾诉', '上诉']"
一级,桌,zhuō,"['桌子', '餐桌', '书桌']"
一级,欢,huān,"['讨人喜欢', '欢快', '狂欢', '欢乐', '喜欢', '欢迎', '联欢', '欢聚', '欢呼', '狂欢节', '欢声笑语']"
一级,爷,yé,"['爷爷', '大爷']"
一级,绍,shào,['介绍']
一级,孩,hái,"['孩子', '男孩儿', '小孩儿', '女孩儿']"
一级,朋,péng,"['小朋友', '朋友', '交朋友', '男朋友', '老朋友', '女朋友', '亲朋好友']"
一级,汽,qì,"['公共汽车', '汽油', '汽水', '汽车']"
一级,渴,kě,['渴望']
一级,午,wǔ,"['中午', '上午', '午饭', '端午节', '下午', '午餐', '午睡']"
一级,昨,zuó,['昨天']
